Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
SWORD ART ONLINE Last Recollection,"Action, Adventure, RPG","Anime, Action RPG, Adventure, Action-Adventure, Sci-fi, Party-Based RPG, Action, Third Person, JRPG, Futuristic, Character Customization, Fantasy, Swordplay, PvE, Artificial Intelligence, RPG, Magic, Online Co-Op, Singleplayer, Multiplayer",True,True,Bandai Namco Entertainment,"5 Oct, 2023","AQURIA Co., Ltd.",Bandai Namco Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",261,385,124,"980.000,00₫",-30%
Draw & Guess,"Casual, Indie","Casual, Multiplayer, Hand-drawn, Funny, Family Friendly, Experimental, Word Game, Relaxing, Education, Time Management, 2D, Abstract, Cartoon, Minimalist, Stylized, Comedy, PvP, Linear, Co-op, Online Co-Op",False,False,,"12 Mar, 2021",Acureus,Acureus,"English, German, French, Simplified Chinese, Japanese, Spanish - Spain, Korean, Russian, Italian, Traditional Chinese","(25,816)","(30,567)","(4,751)","45.000,00₫",-20%
Weird West: Definitive Edition,"Action, Adventure, Indie, RPG, Simulation","Western, Isometric, RPG, Immersive Sim, Story Rich, Atmospheric, Action, Tactical RPG, Stealth, Dark Fantasy, Multiple Endings, Action RPG, Supernatural, Choices Matter, Indie, Top-Down, Violent, Singleplayer, Adventure, Dark",True,True,Devolver Digital,"31 Mar, 2022",WolfEye Studios,Devolver Digital,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese, Korean, Portuguese - Brazil","(2,515)","(3,202)",687,"600.000,00₫",-75%
Rune Factory 5,"Adventure, RPG, Simulation","RPG, Farming Sim, Adventure, Romance, Simulation, Anime, Fantasy, Creature Collector, Magic, 3D, Combat, Party-Based RPG, Fishing, Crafting, Cute, Story Rich, Singleplayer, Dating Sim, Farming, JRPG",True,False,Rune Factory,"13 Jul, 2022",Marvelous Inc.,XSEED Games,"English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese","(1,090)","(1,373)",283,"470.000,00₫",-40%
STEINS;GATE,Adventure,"Visual Novel, Story Rich, Anime, Time Travel, Sci-fi, Great Soundtrack, Multiple Endings, Choices Matter, Singleplayer, Science, Adventure, Atmospheric, Mystery, Romance, Thriller, Psychological Horror, Memes, Dating Sim, Horror, Casual",False,False,Science Adventure Series,"8 Sep, 2016",MAGES. Inc.,"Spike Chunsoft Co., Ltd.","English, Japanese, Simplified Chinese, Traditional Chinese","(15,599)","(15,995)",396,"250.000,00₫",-50%
Bendy and the Dark Revival,"Action, Adventure","Horror, Action, First-Person, Singleplayer, Adventure, Survival Horror, Indie, Cartoony, Story Rich, Puzzle, Survival, Dark, Action-Adventure, Sequel, Stealth, Combat, Strategy, Atmospheric, Great Soundtrack, Casual",False,False,Bendy,"15 Nov, 2022",Joey Drew Studios,Joey Drew Studios,"English, French, Italian, German, Spanish - Spain, Japanese","(8,862)","(9,461)",599,"250.000,00₫",-80%
,,,False,False,,,,,,,,,"2.191.000,00₫",-72%
Tom Clancy’s Rainbow Six® Extraction,Action,"Action, FPS, Online Co-Op, PvE, Shooter, First-Person, Team-Based, Gun Customization, Realistic, Military, Demons, Sci-fi, Stealth, Co-op, Aliens, Singleplayer, Multiplayer, Violent, Extraction Shooter, Zombies",True,True,Rainbow 6 Franchise,"15 Jun, 2023",Ubisoft Montreal,Ubisoft,"English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Russian, Thai, Turkish","(1,237)","(1,839)",602,"660.000,00₫",-75%
Job Simulator,Simulation,"VR, Simulation, Funny, First-Person, Singleplayer, Robots, Comedy, Physics, Memes, Family Friendly, Sandbox, Casual, Sci-fi, Atmospheric, Realistic, Job Simulator, Action, Indie, Psychological Horror, Futuristic",False,False,,"5 Apr, 2016",Owlchemy Labs,Owlchemy Labs,"English, French, German, Japanese, Korean, Spanish - Latin America","(3,906)","(4,304)",398,"188.000,00₫",-35%
Uncrashed : FPV Drone Simulator,"Indie, Racing, Simulation, Sports","Simulation, Sports, Flight, Racing, Physics, Singleplayer, Realistic, First-Person, 6DOF, Immersive Sim, 3D, Indie, Exploration, Science, Combat Racing",False,False,,"1 Sep, 2021",Louis Rochette,Louis Rochette,"English, French, Simplified Chinese, Russian, Ukrainian","(1,529)","(1,655)",126,"165.000,00₫",-20%
Sally Face - Episode One,"Adventure, Indie","Story Rich, Psychological Horror, Dark, Indie, Horror, Adventure, Mystery, Atmospheric, Puzzle, Singleplayer, Point & Click, Narrative, Hand-drawn, Supernatural, Emotional, Interactive Fiction, 2D, Demons, Dark Humor, Casual",True,True,,"14 Dec, 2016",Portable Moose,Portable Moose,"English, Russian, Italian, German, Traditional Chinese, Portuguese - Brazil, French, Spanish - Spain","(16,473)","(16,948)",475,"45.000,00₫",
Wizard of Legend,"Action, Adventure, Indie","Action Roguelike, Pixel Graphics, Roguelike, Dungeon Crawler, Action, Local Co-Op, Magic, Multiplayer, Adventure, Roguelite, Indie, Co-op, Hack and Slash, Local Multiplayer, Difficult, 2D, Singleplayer, RPG, Procedural Generation, Fast-Paced",True,False,Humble Games,"15 May, 2018",Contingent99,Contingent99,"English, Japanese, Korean, Simplified Chinese, French, German, Russian, Spanish - Latin America","(17,109)","(18,796)","(1,687)","175.000,00₫",-70%
,,,,,,,,,,,,,"409.000,00₫",-50%
Agatha Christie - Murder on the Orient Express,"Action, Adventure, Simulation","Exploration, Adventure, Puzzle, Detective, Crime, Investigation, Point & Click, Third Person, Singleplayer, Choices Matter, Narration, Story Rich, Action-Adventure, Controller, Action, Simulation, Thriller, Atmospheric, Mystery, Drama",True,False,,"19 Oct, 2023",Microids Studio Lyon,Microids,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian, Czech",200,221,21,"535.000,00₫",-30%
BRAVELY DEFAULT II,"Adventure, RPG","RPG, JRPG, Turn-Based Combat, Adventure, 3D, Story Rich, Cute, Fantasy, Linear, Singleplayer, Drama, Anime, Great Soundtrack, Class-Based, Turn-Based, Party-Based RPG, Female Protagonist",False,False,,"2 Sep, 2021",Square Enix,Square Enix,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean","(1,247)","(1,495)",248,"1.499.000,00₫",-50%
Trinity Fusion,"Action, Indie, RPG","Action Roguelike, Metroidvania, Roguelite, Roguelike, Souls-like, Platformer, Action RPG, Hack and Slash, Action, 2.5D, Futuristic, Female Protagonist, Indie, Dark, RPG, Singleplayer, Beat 'em up, Story Rich, Atmospheric, 3D",False,False,,"15 Dec, 2023",Angry Mob Games,Angry Mob Games,"English, French, German, Spanish - Spain, Japanese, Simplified Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America",230,256,26,"260.000,00₫",
,,,,,,,,,,,,,"440.000,00₫",-50%
,,,False,False,,,,,,,,,"7.182.000,00₫",-78%
DOOM 3,Action,"FPS, Horror, Action, Shooter, Classic, Sci-fi, First-Person, Singleplayer, Multiplayer, Demons, Gore, Dark, Zombies, Space, Mars, Atmospheric, Survival Horror, Great Soundtrack, Survival, 3D Vision",False,False,DOOM,"16 Oct, 2012",id Software,Bethesda Softworks,"English, German, French, Italian, Spanish - Spain, Japanese","(8,494)","(9,842)","(1,348)","225.000,00₫",-60%
Doki Doki Literature Club Plus!,"Casual, Indie","Psychological Horror, Visual Novel, Anime, Dating Sim, Sexual Content, Cute, Romance, Story Rich, Multiple Endings, Gore, Singleplayer, 2D, Interactive Fiction, Violent, Text-Based, Conversation, Dark Humor, Casual, Indie, Choose Your Own Adventure",True,True,,"30 Jun, 2021",Team Salvato,Serenity Forge,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Korean, Japanese","(21,592)","(22,317)",725,"240.500,00₫",-30%
,,,,,,,,,,,,,"73.500,00₫",-80%
,,,,,,,,,,,,,"495.000,00₫",-70%
Fantasy Grounds Unity,"Indie, RPG, Strategy","RPG, Dungeons & Dragons, Software, Utilities, Strategy, Indie, Fantasy, Turn-Based, Party-Based RPG, Online Co-Op, Adventure, Turn-Based Combat, Co-op Campaign, Tabletop, Turn-Based Strategy, Co-op, Strategy RPG, Tactical RPG, Level Editor, Multiplayer",True,False,Fantasy Grounds,"5 Nov, 2020","SmiteWorks USA, LLC","SmiteWorks USA, LLC",English,578,685,107,"310.000,00₫",-50%
,,,False,False,,,,,,,,,"1.721.500,00₫",-28%
Broforce,"Action, Adventure, Casual, Indie","America, Action, Pixel Graphics, Co-op, 2D, Local Co-Op, Platformer, Multiplayer, Indie, Shooter, Side Scroller, Local Multiplayer, Funny, Retro, Gore, Comedy, Adventure, Arcade, Casual, Epic",True,False,Free Lives,"15 Oct, 2015",Free Lives,Devolver Digital,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese","(53,492)","(55,138)","(1,646)","205.000,00₫",-80%
Ultimate General: Civil War,"Indie, Simulation, Strategy","Strategy, War, Historical, RTS, Simulation, Tactical, Military, Wargame, America, Singleplayer, Real Time Tactics, Indie, Grand Strategy, Realistic, Tabletop, Atmospheric, Turn-Based Strategy, Strategy RPG, Early Access, Education",False,False,,"14 Jul, 2017",Game-Labs,Game-Labs,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean","(6,556)","(7,339)",783,"385.000,00₫",-50%
,,,,,,,,,,,,,"73.500,00₫",-80%
Caliber,"Action, Massively Multiplayer, Free to Play","Multiplayer, Shooter, Co-op, PvE, Third-Person Shooter, PvP, Action, Tactical, Team-Based, Third Person, Character Customization, 3D, Gun Customization, eSports, Realistic, Class-Based, Massively Multiplayer, Sniper, Atmospheric, Thriller",True,True,,"12 Apr, 2023",1C Game Studios,1С-777 Limited,"English, Russian, Portuguese - Brazil, Spanish - Latin America, Simplified Chinese","(12,684)","(16,066)","(3,382)",Free,
A Space for the Unbound,"Adventure, Indie","Story Rich, Pixel Graphics, Psychological, Emotional, Exploration, Puzzle, 1990's, Supernatural, Atmospheric, Cats, Mystery, Anime, Action-Adventure, Surreal, Relaxing, 2D, Adventure, Dystopian, Singleplayer, Philosophical",True,False,Toge Productions,"19 Jan, 2023",Mojiken,Toge Productions,"English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Indonesian, French, German, Spanish - Spain, Russian, Turkish","(3,438)","(3,498)",60,"260.000,00₫",-30%
CONFLICT OF NATIONS: WORLD WAR 3,"Free to Play, Indie, Massively Multiplayer, Strategy","Strategy, Free to Play, Massively Multiplayer, Grand Strategy, Wargame, Indie, Simulation, Politics, Diplomacy, RTS, Base Building, Action, Real-Time, Alternate History, Grid-Based Movement, Online Co-Op, Casual, Board Game, Asynchronous Multiplayer, Replay Value",True,False,,"15 Mar, 2018",Dorado Games,Dorado Games,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Turkish, Czech, Portuguese - Portugal, Portuguese - Brazil, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Romanian, Simplified Chinese, Swedish, Traditional Chinese, Ukrainian","(3,120)","(4,015)",895,Free,
,,,,,,,,,,,,,"226.000,00₫",-50%
Dungeons 3,"Simulation, Strategy","Strategy, Villain Protagonist, Base Building, Simulation, RTS, God Game, Management, Female Protagonist, Comedy, Multiplayer, Economy, Funny, Singleplayer, Dark Fantasy, Dark Humor, Online Co-Op, Horror, Co-op Campaign, Real Time Tactics, Isometric",True,False,Dungeons,"13 Oct, 2017",Realmforge Studios,Kalypso Media,"English, French, German, Simplified Chinese, Russian, Italian, Spanish - Spain, Czech, Japanese","(16,783)","(17,772)",989,"455.000,00₫",-75%
Anno 1404 - History Edition,"Simulation, Strategy","Strategy, City Builder, Simulation, Building, Multiplayer, Management, Co-op, Exploration, Colony Sim, Singleplayer, Grand Strategy, Political Sim, Medieval, Historical, RTS, Economy, Resource Management",False,False,Anno Franchise,"25 Jun, 2020",Ubisoft Mainz,Ubisoft,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian","(1,859)","(2,288)",429,"249.000,00₫",-70%
The Evil Within,Action,"Horror, Survival Horror, Psychological Horror, Gore, Atmospheric, Singleplayer, Action, Third Person, Survival, Zombies, Dark, Stealth, Third-Person Shooter, Difficult, Adventure, Cinematic, Shooter, Story Rich, Multiplayer, Open World",True,False,,"13 Oct, 2014",Tango Gameworks,Bethesda Softworks,"English, French, Italian, German, Spanish - Spain, Polish, Russian","(22,978)","(26,977)","(3,999)","450.000,00₫",-85%
,,,,,,,,,,,,,"431.500,00₫",-50%
EA SPORTS™ PGA TOUR™,"RPG, Sports","Sports, RPG, Co-op, Local Co-Op, Local Multiplayer, Golf, Multiplayer, Online Co-Op",True,False,EA Sports,"6 Apr, 2023",Electronic Arts - Tiburon,Electronic Arts,English,621,"(1,212)",591,"1.090.000,00₫",-60%
Cattails: Wildwood Story,"Indie, RPG, Simulation","Life Sim, Cats, Wholesome, Farming Sim, RPG, Simulation, Pixel Graphics, Colony Sim, Romance, Character Customization, Cute, Colorful, Building, Nature, Mining, City Builder, Base Building, Immersive Sim, Relaxing, Cozy",True,False,Cattails,"20 Oct, 2023",Falcon Development,Falcon Development,"English, German, Spanish - Latin America",868,871,3,"260.000,00₫",-20%
Stronghold Crusader 2,"Simulation, Strategy","Strategy, Medieval, City Builder, RTS, Multiplayer, Simulation, Historical, Co-op, Building, Classic, Singleplayer, Resource Management, Atmospheric, Sandbox, Tactical, Action, Open World, Adventure, Survival, Base Building",True,False,Firefly Studios' Stronghold,"22 Sep, 2014",FireFly Studios,FireFly Studios,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Japanese, Simplified Chinese","(10,991)","(15,430)","(4,439)","310.000,00₫",-90%
River City Girls 2,"Action, Adventure, RPG","Action, Beat 'em up, Adventure, RPG, Female Protagonist, Action RPG, Collectathon, Exploration, 2D, Anime, Colorful, Comic Book, Pixel Graphics, Cute, Comedy, Martial Arts, Memes, Modern, Controller, Open World",False,False,,"14 Dec, 2022",WayForward,WayForward,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Spanish - Latin America, Traditional Chinese","(1,039)","(1,227)",188,"310.000,00₫",-30%
,,,False,False,,,,,,,,,"2.440.000,00₫",-62%
Cartel Tycoon,"Action, Indie, Simulation, Strategy","Top-Down, RTS, Resource Management, Atmospheric, Management, Survival, Strategy, Soundtrack, Sandbox, Building, Simulation, City Builder, Economy, Base Building, Singleplayer, Agriculture, Colony Sim, RPG, Action, Roguelite",True,True,tinyBuild,"26 Jul, 2022",Moon Moose,tinyBuild,"English, Russian, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Turkish","(2,366)","(3,036)",670,"385.000,00₫",-55%
,,,,,,,,,,,,,"247.500,00₫",-60%
ATRI -My Dear Moments-,"Adventure, Casual","Visual Novel, Anime, Story Rich, Cute, Casual, Romance, Dating Sim, Adventure, Multiple Endings, Great Soundtrack, Singleplayer, Emotional, Drama, Post-apocalyptic, Sci-fi, Sexual Content, Mature",True,False,ANIPLEX.EXE,"18 Jun, 2020",Frontwing,ANIPLEX.EXE,"English, Simplified Chinese, Traditional Chinese, Japanese","(14,023)","(14,195)",172,"197.500,00₫",-30%
Citizen Sleeper,"Adventure, Indie, RPG","Narrative, Tabletop, Cyberpunk, RPG, Sci-fi, Story Rich, Artificial Intelligence, Hand-drawn, Interactive Fiction, Multiple Endings, Singleplayer, Point & Click, Adventure, Space, Futuristic, Exploration, Text-Based, 3D, Atmospheric, Conversation",True,False,Fellow Traveller,"5 May, 2022",Jump Over The Age,Fellow Traveller,English,"(3,913)","(4,148)",235,"260.000,00₫",-50%
Company of Heroes,"Action, Strategy","Strategy, World War II, RTS, War, Multiplayer, Singleplayer, Action, Tactical, Military, Violent, Historical, Base Building, Co-op, Classic, Real Time Tactics, Mod, Moddable, Mature, Story Rich, Great Soundtrack",False,False,Company of Heroes,"11 Sep, 2006",Relic Entertainment,SEGA,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Russian, Traditional Chinese","(14,076)","(14,906)",830,"188.000,00₫",-75%
Mirror's Edge™,"Action, Adventure","Action-Adventure, Parkour, First-Person, Exploration, 3D Platformer, Female Protagonist, Singleplayer, Platformer, Puzzle, Cyberpunk, Action, Colorful, Dystopian, Stylized, Atmospheric, Sci-fi, Adventure, Futuristic, Great Soundtrack, Time Attack",False,False,,"13 Jan, 2009",DICE,Electronic Arts,"English, French, German, Italian, Spanish - Spain, Czech, Russian, Polish, Hungarian, Portuguese - Portugal","(30,710)","(35,114)","(4,404)","188.000,00₫",-90%
嗜血印 Bloody Spell,"Action, Adventure, Indie, RPG","Nudity, Action RPG, Hack and Slash, Female Protagonist, Roguelike, Roguelite, Martial Arts, Action, 3D, Online Co-Op, Open World, Multiplayer, Singleplayer, RPG, Violent, Gore, Indie, 3D Vision, Adventure, Action Roguelike",True,True,嗜血印,"26 Jan, 2022",艺龙游戏,艺龙游戏,"English, Simplified Chinese, Japanese","(28,052)","(31,487)","(3,435)","220.000,00₫",
,,,,,,,,,,,,,"59.000,00₫",-30%
,,,,,,,,,,,,,"73.500,00₫",-80%
Street Fighter V,Action,"Fighting, Action, 2D Fighter, Multiplayer, Competitive, Arcade, Local Multiplayer, eSports, Anime, Controller, 2.5D, Singleplayer, Great Soundtrack, Classic, 2D, Nudity, Female Protagonist, Early Access, Beat 'em up, Memes",True,False,Street Fighter,"15 Feb, 2016","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America","(28,523)","(42,540)","(14,017)","450.000,00₫",-50%
,,,False,False,,,,,,,,,"201.000,00₫",-39%
"Good Pizza, Great Pizza - Cooking Simulator Game","Casual, Indie, Simulation","Cooking, Simulation, Management, Cozy, Indie, Casual, Singleplayer, Funny, Multiple Endings, Story Rich, Memes, Cartoony, Early Access, Colorful, 2D, Family Friendly, Cute, Time Management, Job Simulator, Choices Matter",True,False,,"6 Jan, 2023",TapBlaze,TapBlaze,"English, French, Italian, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, German, Korean, Traditional Chinese, Polish, Turkish, Spanish - Latin America, Arabic, Portuguese - Portugal, Indonesian","(3,089)","(3,393)",304,"142.000,00₫",-30%
